iter	Passed	Remaining
240	38548	121403
241	38675	121140
242	38806	120889
243	38934	120634
244	39060	120369
245	39212	120187
246	39338	119925
247	39462	119661
248	39588	119401
249	39715	119147
250	39845	118901
251	39976	118659
252	40100	118399
253	40230	118158
254	40355	117900
255	40487	117666
256	40612	117412
257	40739	117165
258	40864	116913
259	40988	116658
260	41115	116415
261	41245	116179
262	41369	115930
263	41498	115691
264	41623	115446
265	41748	115201
266	41875	114961
267	41999	114715
268	42131	114490
269	42256	114248
270	42385	114019
271	42512	113784
272	42638	113546
273	42764	113309
274	42892	113080
275	43020	112851
276	43148	112622
277	43275	112391
278	43423	112215
279	43548	111981
280	43674	111750
281	43800	111521
282	43927	111292
283	44055	111068
284	44185	110850
285	44311	110623
286	44447	110420
287	44581	110215
288	44708	109992
289	44832	109761
290	44972	109573
291	45098	109347
292	45228	109135
293	45353	108910
294	45479	108689
295	45605	108467
296	45730	108244
297	45855	108022
298	45989	107820
299	46122	107618
300	46252	107409
301	46377	107190
302	46505	106978
303	46632	106764
304	46762	106556
305	46888	106342
306	47014	106127
307	47143	105920
308	47271	105711
309	47399	105503
310	47528	105295
311	47654	105084
312	47778	104867
313	47902	104652
314	48034	104455
315	48205	104344
316	48333	104137
317	48479	103971
318	48606	103764
319	48729	103551
320	48860	103353
321	48996	103166
322	49121	102957
323	49247	102750
324	49375	102549
325	49503	102347
326	49628	102140
327	49754	101936
328	49898	101768
329	50022	101560
330	50148	101358
331	50277	101161
332	50408	100967
333	50535	100768
334	50663	100570
335	50797	100385
336	50923	100184
337	51064	100013
338	51191	99815
339	51316	99615
340	51443	99416
341	51570	99219
342	51698	99026
343	51832	98842
344	51958	98646
345	52086	98452
346	52212	98255
347	52347	98075
348	52471	97876
349	52597	97681
350	52722	97484
351	52849	97290
352	52974	97095
353	53099	96899
354	53228	96710
355	53352	96514
356	53481	96326
357	53616	96150
358	53757	95984
359	53881	95789
360	54009	95602
361	54135	95410
362	54264	95225
363	54403	95056
364	54532	94870
365	54659	94683
366	54783	94491
367	54909	94301
368	55042	94123
369	55172	93942
370	55304	93764
371	55431	93578
372	55591	93447
373	55718	93261
374	55849	93082
375	55973	92892
376	56101	92708
377	56225	92519
378	56350	92332
379	56491	92169
380	56653	92043
381	56778	91856
382	56904	91670
383	57033	91490
384	57165	91316
385	57290	91130
386	57418	90950
387	57547	90770
388	57687	90609
389	57814	90427
390	57941	90245
391	58084	90090
392	58212	89910
393	58342	89734
394	58467	89551
395	58594	89371
396	58737	89215
397	58863	89035
398	58992	88858
399	59122	88683
400	59248	88502
401	59374	88322
402	59503	88148
403	59630	87970
404	59757	87792
405	59885	87616
406	60035	87471
407	60161	87292
408	60288	87115
409	60414	86938
410	60539	86758
411	60663	86578
412	60798	86413
413	60927	86240
414	61054	86064
415	61180	85888
416	61309	85715
417	61436	85540
418	61564	85367
419	61694	85197
420	61818	85019
421	61962	84867
422	62087	84691
423	62213	84516
424	62345	84349
425	62471	84174
426	62596	83999
427	62725	83829
428	62849	83653
429	62975	83479
430	63101	83306
431	63230	83136
432	63358	82965
433	63489	82799
434	63619	82632
435	63747	82461
436	63873	82289
437	64003	82123
438	64131	81954
439	64258	81784
440	64384	81611
441	64512	81443
442	64640	81274
443	64773	81112
444	64901	80944
445	65031	80778
446	65158	80610
447	65287	80443
448	65412	80272
449	65554	80122
450	65681	79954
451	65809	79786
452	65932	79614
453	66060	79447
454	66184	79275
455	66332	79133
456	66459	78965
457	66586	78798
458	66724	78644
459	66848	78474
460	66972	78304
461	67111	78151
462	67237	77983
463	67364	77817
464	67489	77649
465	67614	77480
466	67741	77315
467	67868	77150
468	68001	76991
469	68124	76821
470	68257	76662
471	68382	76495
472	68508	76329
473	68635	76164
474	68763	76002
475	68892	75840
476	69028	75685
477	69167	75534
478	69300	75377
479	69429	75215
480	69556	75051
481	69684	74888
482	69813	74727
483	69938	74562
484	70065	74399
485	70191	74234
486	70318	74072
487	70442	73907
488	70570	73745
489	70696	73581
490	70827	73423
491	70955	73263
492	71078	73096
493	71205	72935
494	71334	72775
495	71502	72656
496	71638	72502
497	71762	72339
498	71892	72180
499	72018	72018
500	72145	71857
501	72273	71697
502	72402	71538
503	72549	71398
504	72683	71244
505	72814	71087
506	72939	70925
507	73069	70768
508	73196	70608
509	73321	70446
510	73451	70289
511	73613	70162
512	73738	70001
513	73866	69842
514	73992	69682
515	74119	69522
516	74245	69362
517	74376	69207
518	74500	69046
519	74630	68889
520	74756	68730
521	74885	68573
522	75007	68410
523	75136	68253
524	75267	68098
525	75397	67943
526	75525	67786
527	75659	67634
528	75784	67475
529	75921	67326
530	76047	67167
531	76179	67015
532	76305	66857
533	76433	66700
534	76560	66543
535	76688	66386
536	76813	66228
537	76941	66072
538	77076	65922
539	77209	65771
540	77334	65612
541	77461	65456
542	77588	65299
543	77719	65146
544	77847	64992
545	77975	64836
546	78100	64679
547	78230	64525
548	78358	64370
549	78485	64215
550	78612	64060
551	78747	63911
552	78875	63756
553	79003	63601
554	79135	63451
555	79259	63293
556	79387	63139
557	79516	62985
558	79658	62842
559	79784	62687
560	79907	62530
561	80040	62379
562	80167	62226
563	80295	62072
564	80421	61917
565	80548	61763
566	80672	61607
567	80800	61454
568	80929	61301
569	81054	61146
570	81180	60992
571	81311	60841
572	81454	60699
573	81579	60544
574	81708	60393
575	81837	60241
576	81970	60092
577	82097	59940
578	82226	59788
579	82351	59633
580	82477	59480
581	82601	59325
582	82727	59172
583	82853	59018
584	83003	58882
585	83132	58731
586	83264	58582
587	83390	58429
588	83516	58277
589	83656	58134
590	83788	57985
591	83915	57833
592	84044	57683
593	84171	57531
594	84301	57381
595	84428	57230
596	84560	57081
597	84684	56928
598	84812	56777
599	84942	56628
600	85067	56475
601	85192	56323
602	85319	56172
603	85447	56021
604	85571	55869
605	85700	55719
606	85826	55568
607	86027	55464
608	86192	55338
609	86343	55203
610	86491	55065
611	86640	54929
612	86777	54784
613	86944	54658
614	87104	54528
615	87267	54400
616	87418	54264
617	87552	54118
618	87692	53975
619	87823	53827
620	87968	53687
621	88096	53537
622	88222	53386
623	88356	53240
624	88493	53096
625	88625	52948
626	88756	52801
627	88886	52652
628	89016	52504
629	89140	52352
630	89300	52221
631	89442	52080
632	89570	51931
633	89696	51780
634	89823	51631
635	89948	51479
636	90075	51330
637	90213	51187
638	90361	51049
639	90491	50901
640	90618	50751
641	90761	50611
642	90888	50462
643	91014	50312
644	91142	50163
645	91267	50013
646	91394	49864
647	91529	49719
648	91655	49570
649	91782	49421
650	91909	49272
651	92070	49141
652	92197	48993
653	92325	48845
654	92451	48695
655	92576	48546
656	92705	48398
657	92831	48249
658	92956	48100
659	93081	47951
660	93209	47803
661	93337	47655
662	93477	47514
663	93608	47368
664	93735	47220
665	93861	47071
666	93989	46924
667	94120	46778
668	94262	46638
669	94389	46490
670	94514	46341
671	94637	46192
672	94764	46044
673	94888	45895
674	95012	45746
675	95137	45598
676	95284	45460
677	95409	45312
678	95536	45165
679	95663	45018
680	95787	44869
681	95924	44727
682	96050	44579
683	96182	44435
684	96310	44288
685	96435	44141
686	96561	43993
687	96686	43846
688	96905	43741
689	97052	43603
690	97175	43454
691	97300	43307
692	97426	43159
693	97553	43013
694	97685	42869
695	97813	42723
696	97944	42578
697	98075	42433
698	98203	42287
699	98330	42141
700	98457	41995
701	98591	41852
702	98719	41706
703	98845	41560
704	98970	41413
705	99098	41267
706	99232	41124
707	99360	40979
708	99487	40833
709	99612	40686
710	99746	40544
711	99871	40397
712	99998	40251
713	100127	40107
714	100250	39960
715	100380	39815
716	100507	39670
717	100635	39525
718	100763	39380
719	100890	39235
720	101018	39090
721	101147	38945
722	101270	38799
723	101393	38652
724	101520	38507
725	101644	38361
726	101771	38216
727	101898	38072
728	102024	37926
729	102152	37782
730	102287	37640
731	102414	37495
732	102540	37350
733	102665	37205
734	102790	37060
735	102925	36919
736	103051	36774
737	103179	36630
738	103306	36485
739	103435	36342
740	103563	36198
741	103688	36053
742	103814	35908
743	103947	35766
744	104072	35621
745	104207	35480
746	104333	35336
747	104462	35193
748	104587	35048
749	104715	34905
750	104839	34760
751	104966	34616
752	105092	34472
753	105218	34328
754	105345	34185
755	105475	34042
756	105601	33898
757	105727	33754
758	105854	33611
759	105984	33468
760	106111	33325
761	106237	33181
762	106368	33039
763	106498	32897
764	106669	32767
765	106794	32623
766	106927	32482
767	107053	32339
768	107183	32196
769	107326	32058
770	107452	31915
771	107577	31771
772	107700	31627
773	107833	31486
774	107962	31343
775	108093	31202
776	108221	31059
777	108346	30916
778	108478	30774
779	108602	30631
780	108728	30488
781	108856	30346
782	108988	30204
783	109115	30062
784	109240	29919
785	109370	29777
786	109496	29635
787	109624	29492
788	109750	29350
789	109874	29207
790	109996	29063
791	110139	28925
792	110265	28783
793	110399	28642
794	110531	28501
795	110655	28359
796	110779	28216
797	110904	28073
798	111062	27939
799	111186	27796
800	111313	27654
801	111440	27512
802	111583	27374
803	111711	27233
804	111838	27091
805	111962	26948
806	112089	26806
807	112213	26664
808	112366	26529
809	112492	26387
810	112618	26245
811	112742	26102
812	112871	25961
813	113002	25821
814	113146	25683
815	113274	25542
816	113400	25400
817	113531	25260
818	113658	25118
819	113786	24977
820	113935	24840
821	114069	24701
822	114195	24559
823	114324	24418
824	114451	24277
825	114577	24136
826	114712	23996
827	114840	23855
828	114972	23715
829	115099	23574
830	115227	23433
831	115392	23300
832	115518	23159
833	115643	23017
834	115768	22876
835	115903	22737
836	116029	22595
837	116158	22455
838	116284	22314
839	116419	22175
840	116545	22034
841	116673	21893
842	116797	21752
843	116938	21614
844	117071	21474
845	117198	21333
846	117323	21193
847	117451	21052
848	117577	20911
849	117702	20771
850	117828	20630
851	117959	20490
852	118089	20350
853	118213	20209
854	118341	20069
855	118481	19931
856	118607	19790
857	118750	19653
858	118874	19512
859	119001	19372
860	119127	19231
861	119257	19092
862	119386	18952
863	119511	18811
864	119638	18671
865	119767	18532
866	119894	18392
867	120022	18252
868	120149	18112
869	120276	17972
870	120402	17832
871	120527	17692
872	120655	17552
873	120780	17412
874	120909	17272
875	121035	17132
876	121163	16993
877	121293	16854
878	121420	16714
879	121548	16574
880	121673	16434
881	121797	16294
882	121928	16155
883	122055	16016
884	122181	15876
885	122309	15737
886	122438	15598
887	122566	15458
888	122694	15319
889	122820	15180
890	122945	15040
891	123074	14901
892	123205	14762
893	123332	14623
894	123461	14484
895	123588	14345
896	123715	14205
897	123865	14069
898	123991	13930
899	124123	13791
900	124253	13652
901	124382	13513
902	124508	13374
903	124638	13235
904	124765	13096
905	124901	12958
906	125024	12819
907	125158	12681
908	125284	12542
909	125409	12403
910	125547	12265
911	125675	12126
912	125800	11987
913	125935	11849
914	126059	11710
915	126204	11573
916	126330	11434
917	126458	11295
918	126587	11157
919	126713	11018
920	126834	10879
921	126961	10740
922	127088	10602
923	127217	10463
924	127344	10325
925	127472	10186
926	127601	10048
927	127727	9909
928	127857	9771
929	127981	9632
930	128107	9494
931	128238	9356
932	128363	9217
933	128486	9079
934	128618	8941
935	128749	8803
936	128880	8665
937	129010	8527
938	129143	8389
939	129277	8251
940	129407	8113
941	129539	7975
942	129667	7837
943	129793	7699
944	129922	7561
945	130050	7423
946	130175	7285
947	130299	7147
948	130427	7009
949	130561	6871
950	130724	6735
951	130892	6599
952	131034	6462
953	131162	6324
954	131288	6186
955	131415	6048
956	131539	5910
957	131665	5772
958	131791	5634
959	131920	5496
960	132048	5358
961	132175	5221
962	132303	5083
963	132429	4945
964	132554	4807
965	132681	4669
966	132811	4532
967	132978	4395
968	133103	4258
969	133231	4120
970	133355	3982
971	133481	3845
972	133607	3707
973	133734	3569
974	133859	3432
975	133982	3294
976	134108	3157
977	134239	3019
978	134365	2882
979	134491	2744
980	134642	2607
981	134778	2470
982	134903	2333
983	135026	2195
984	135152	2058
985	135280	1920
986	135409	1783
987	135535	1646
988	135663	1508
989	135790	1371
990	135915	1234
991	136041	1097
992	136167	959
993	136294	822
994	136419	685
995	136571	548
996	136695	411
997	136819	274
998	136944	137
999	137067	0
